F/H,sector,price,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat
1,37C,0.85,1578,2,3,3,New,0,1.0,Low
1,68,1.2,1333,2,2,3,New,1,0.0,Mid 
0,12,1.5,1350,5,5,2,Old,0,0.0,Low
0,3,9.0,4680,5,5,2,Old,1,4.0,Mid 
1,79,1.28,1496,3,3,3,New,2,1.0,Mid 
1,56,1.54,1850,3,4,3,Old,2,1.0,Mid 
0,50,6.8,2160,4,5,3,Old,2,2.0,Mid 
0,36,0.66,921,2,2,3,Relatively New,0,0.0,Low
0,28,9.0,3240,6,7,3,Relatively Old,0,4.0,Mid 
1,92,0.9,1370,3,2,3,New,0,0.0,Mid 
1,69,1.38,1538,3,3,1,New,0,0.0,Mid 
1,71,1.12,1802,3,4,3,Relatively Old,0,1.0,Mid 
1,67,3.4,2358,3,4,3,New,2,1.0,Mid 
1,43,6.0,2400,4,4,2,Under Construction,2,1.0,Low
0,7,6.5,4320,3,2,3,Old,0,0.0,Low
1,52,0.45,462,1,1,0,Relatively Old,2,1.0,Low
1,33,1.55,1300,3,3,3,Relatively New,2,0.0,Low
0,9,0.37,394,1,1,0,Relatively Old,0,0.0,Low
1,35,0.91,1338,2,2,3,Relatively New,0,1.0,Mid 
1,70A,1.25,1262,2,2,3,New,0,0.0,Low
1,81,0.65,1235,2,2,2,Relatively Old,0,0.0,Mid 
1,69,0.75,1100,2,2,2,Relatively Old,0,0.0,Low
1,65,1.9,1358,2,2,2,New,0,0.0,Low
1,71,1.3,2350,4,4,3,Relatively Old,0,1.0,Mid 
1,104,4.45,6500,4,5,3,New,0,0.0,Mid 
1,35,0.95,1538,2,2,3,Under Construction,0,2.0,Mid 
1,110,0.22,600,2,1,1,New,0,0.0,Low
1,69,2.05,2060,4,4,2,New,0,0.0,Mid 
1,4,0.39,950,2,2,1,Old,0,0.0,Low
1,86,0.9,1690,3,3,2,Relatively New,0,0.0,Low
1,102,2.4,2579,3,4,3,New,2,1.0,Low
1,95,1.1,2542,4,3,3,New,0,2.0,Low
1,56,1.45,2000,3,3,3,Old,0,4.0,Mid 
0,93,1.3,1152,3,2,1,New,0,0.0,Low
1,77,0.8,1342,2,2,2,New,2,0.0,Low
1,37D,1.67,2191,4,4,3,New,2,0.0,Mid 
0,70A,4.7,2610,4,4,3,Relatively New,0,1.0,Low
1,79,1.3,1470,2,2,2,New,2,1.0,Mid 
1,113,2.35,2217,3,3,3,Relatively New,0,1.0,Mid 
1,43,6.5,2940,4,5,2,New,0,1.0,Low
1,85,2.2,3900,4,6,3,New,0,1.0,Mid 
1,35,1.1,1457,2,2,3,New,2,2.0,Low
1,66,4.85,3731,4,4,3,New,2,4.0,Mid 
0,26,18.25,10000,7,9,3,New,2,4.0,Mid 
1,60,3.75,2800,4,5,3,New,0,1.0,Mid 
1,108,0.7,1505,2,2,2,Relatively Old,0,0.0,Mid 
1,3,1.0,1000,2,3,0,Relatively Old,0,0.0,Low
1,112,5.49,4739,4,5,3,New,2,1.0,Mid 
1,56,0.65,755,1,1,1,Relatively Old,0,0.0,Mid 
1,90,0.45,626,2,2,1,Relatively New,2,0.0,Low
1,77,1.0,1333,2,2,2,Relatively New,0,0.0,Mid 
1,47,1.65,2100,3,3,3,Old,2,1.0,Mid 
0,49,4.5,2880,8,8,3,Relatively Old,1,4.0,Mid 
1,102,1.1,915,2,2,1,New,0,0.0,Low
1,85,2.13,2812,4,4,3,New,0,0.0,Low
1,86,1.3,2786,4,6,2,Relatively New,0,2.0,Mid 
1,47,1.8,3000,4,4,3,Relatively Old,2,1.0,Mid 
1,69,1.76,1850,3,4,2,New,0,0.0,Mid 
1,67,2.35,1935,3,4,3,Relatively Old,2,1.0,Mid 
1,63A,1.55,1049,2,2,2,Under Construction,0,0.0,Low
1,37D,1.45,1811,3,3,3,New,0,0.0,Mid 
1,35,0.24,340,1,1,1,New,0,0.0,Mid 
0,91,2.5,3542,4,4,3,Relatively Old,2,4.0,Mid 
1,92,1.25,2050,3,3,3,Under Construction,0,1.0,Low
0,12,2.9,2700,7,7,3,Old,0,0.0,Low
1,108,0.8,1961,3,3,3,New,0,1.0,Mid 
1,95,0.6,1250,2,2,3,New,0,0.0,Low
1,39,1.75,2000,3,4,3,Old,1,1.0,Low
1,3,1.36,1779,3,3,3,Relatively Old,0,0.0,Mid 
1,90,1.2,1930,3,3,3,Relatively Old,0,2.0,Mid 
1,56,2.0,2300,4,4,2,Under Construction,0,0.0,Low
0,57,6.0,2700,4,5,2,Old,2,2.0,Low
0,55,3.55,1449,4,4,3,Old,2,0.0,Low
1,54,5.7,1382,3,3,3,Relatively Old,0,0.0,Low
0,26,18.0,4518,5,4,3,Relatively Old,2,4.0,Mid 
1,70,1.1,1350,3,2,2,New,0,0.0,Low
1,80,1.4,2262,3,4,2,Relatively Old,0,2.0,Mid 
0,4,3.3,2250,3,3,2,Old,0,0.0,Low
1,106,0.95,1385,2,2,3,New,0,0.0,Low
1,30,0.69,949,2,2,1,Old,0,0.0,Mid 
1,102,1.95,1400,3,3,3,Relatively New,2,1.0,Mid 
1,95,0.43,1364,2,2,2,New,0,0.0,Mid 
1,86,1.6,1929,3,3,3,New,2,1.0,Mid 
1,48,2.5,1950,4,5,3,Relatively Old,2,1.0,Low
1,67,3.4,2358,3,4,3,New,2,1.0,Mid 
1,69,1.95,2010,4,4,2,New,0,0.0,Mid 
1,70,1.9,1950,3,3,3,Relatively New,0,4.0,Low
1,90,0.65,1350,2,2,3,New,0,1.0,Mid 
0,7,0.69,758,1,1,1,Old,0,0.0,Low
1,49,1.69,1960,3,3,3,Relatively Old,0,1.0,Mid 
1,69,1.55,1578,3,3,2,New,0,1.0,Mid 
1,109,1.8,2545,3,3,3,New,0,0.0,Mid 
1,68,1.15,1245,2,2,3,Relatively New,0,0.0,Low
1,88A,1.45,1794,3,3,3,New,0,0.0,Low
1,48,2.75,2557,3,4,3,Relatively Old,0,0.0,Low
0,25,13.0,2844,6,8,3,New,1,4.0,Low
1,108,1.3,1558,3,3,3,New,0,1.0,Mid 
1,36,0.72,1081,3,2,3,Under Construction,0,0.0,Low
1,62,10.75,5513,5,7,3,New,2,1.0,Mid 
1,85,1.05,990,2,2,1,Under Construction,0,0.0,Low
1,89,1.33,783,3,3,3,Under Construction,0,1.0,Mid 
0,55,5.6,2700,6,4,3,Old,2,1.0,Low
1,35,0.85,1081,3,2,2,Relatively New,0,0.0,Low
0,43,1.6,900,3,2,2,New,0,0.0,Low
1,83,1.25,1980,3,3,2,Relatively Old,0,1.0,Mid 
1,49,1.9,1805,3,3,3,Old,2,1.0,Low
1,56,1.54,1850,3,3,2,Old,2,2.0,Mid 
1,35,0.28,392,1,1,1,Relatively New,1,0.0,Low
1,107,1.45,2361,3,4,3,New,0,1.0,Mid 
1,92,0.87,1750,4,4,2,Relatively Old,1,1.0,Mid 
1,69,1.36,1538,3,3,1,New,0,1.0,Mid 
1,67,3.65,2698,3,4,3,New,2,2.0,Mid 
1,67A,1.7,1727,3,3,2,Relatively New,2,2.0,Low
1,49,3.6,3020,4,5,3,Relatively Old,1,2.0,Low
1,85,1.2,1640,2,2,3,New,2,0.0,Mid 
1,78,0.69,1280,2,2,2,Relatively Old,0,0.0,Mid 
1,65,2.44,1835,3,3,2,Under Construction,0,0.0,Low
1,70,2.1,2400,4,5,3,Relatively Old,2,1.0,Mid 
1,35,0.35,500,2,2,2,New,0,0.0,Low
1,88A,1.62,1617,3,2,3,New,1,1.0,Low
1,85,1.75,1825,3,3,2,New,0,0.0,Low
1,90,0.85,1930,3,4,3,New,0,2.0,Mid 
1,109,2.95,2850,4,4,3,New,2,2.0,Mid 
1,89A,1.6,1750,3,3,3,Relatively New,0,0.0,Low
1,22,3.5,1800,3,4,3,Relatively New,2,1.0,Mid 
1,70A,1.3,1410,2,2,3,Relatively Old,2,0.0,Low
1,12,0.75,1660,3,2,2,Relatively Old,0,0.0,Low
1,63,7.8,3950,4,4,0,Relatively New,0,0.0,Mid 
1,66,1.45,980,2,2,3,New,0,0.0,Mid 
1,67,3.4,2358,3,4,3,New,2,1.0,Mid 
1,72,5.0,4500,4,4,3,Relatively Old,2,4.0,Mid 
1,70,1.65,1950,3,4,3,New,2,2.0,Low
1,65,1.9,1358,2,2,2,New,0,0.0,Low
1,107,0.9,1366,2,2,3,New,0,0.0,Low
1,103,1.25,1940,3,3,3,Relatively New,0,1.0,Mid 
1,95,0.33,844,2,2,1,Relatively New,2,1.0,Mid 
1,59,5.5,3025,3,3,1,Under Construction,0,1.0,Low
0,70A,4.0,6001,4,4,3,New,0,1.0,Mid 
0,17,3.5,1440,6,5,3,Old,0,0.0,Low
1,102,2.12,1250,3,3,3,New,0,0.0,Mid 
0,81,4.35,5481,4,4,3,New,0,2.0,Mid 
1,14,4.26,3250,4,4,0,Old,0,0.0,Low
1,71,1.25,1743,3,4,2,New,2,1.0,Mid 
1,104,1.1,1269,2,2,3,Under Construction,0,1.0,Mid 
1,33,2.2,2100,3,3,3,Relatively New,2,1.0,Low
0,109,9.5,3600,7,6,3,New,0,3.0,Mid 
1,71,0.59,700,2,2,1,Relatively Old,0,0.0,Mid 
0,5,1.65,1980,9,9,0,Relatively New,0,0.0,Low
1,69,1.31,1538,3,3,2,New,2,1.0,Mid 
1,92,0.79,1298,3,2,2,Relatively New,0,0.0,Low
1,35,0.3,585,2,2,1,Relatively New,0,0.0,Mid 
1,43,4.2,2125,3,4,2,Under Construction,0,0.0,Low
1,33,1.45,926,3,2,3,Under Construction,0,1.0,Mid 
1,102,1.82,2020,3,4,3,New,0,1.0,Mid 
1,90,1.25,1930,3,3,3,New,0,2.0,Mid 
1,63,3.0,1642,3,3,3,New,2,1.0,Low
1,99,0.72,7603,2,2,2,New,0,1.0,Low
1,89,1.2,1423,3,3,2,Relatively New,0,0.0,Low
1,37C,0.35,925,2,2,1,New,2,0.0,Mid 
0,57,6.21,2700,6,6,3,Old,0,4.0,Mid 
1,104,2.6,2950,4,4,3,New,2,1.0,Mid 
1,113,2.35,1760,3,4,3,New,0,1.0,Mid 
1,79,0.95,1450,2,2,3,New,2,0.0,Mid 
1,35,0.4,524,2,2,1,Relatively New,2,1.0,Low
1,84,0.54,1211,2,2,3,New,0,0.0,Mid 
1,102,0.95,915,2,2,2,New,0,0.0,Low
0,105,0.65,720,3,2,1,New,0,2.0,Low
1,89,1.2,958,3,3,3,Under Construction,0,2.0,Mid 
1,65,13.2,11000,4,4,3,Relatively Old,0,1.0,Mid 
1,102,1.4,1023,3,3,3,New,0,1.0,Mid 
1,62,3.95,2588,3,3,3,Relatively New,2,1.0,Low
1,72,5.0,4400,4,4,3,Relatively New,2,3.0,Mid 
1,86,1.72,1929,3,3,1,New,2,1.0,Low
1,70A,2.8,2350,3,4,3,New,0,1.0,Low
1,102,0.95,915,2,2,2,New,0,0.0,Low
0,14,3.4,2250,3,3,3,Old,0,0.0,Low
1,102,1.91,2000,3,4,2,New,2,2.0,Mid 
1,95,0.72,1965,3,3,2,New,0,1.0,Low
1,49,4.79,4119,5,5,3,New,0,3.0,Low
1,110,3.3,3350,4,5,3,New,0,1.0,Mid 
1,111,5.25,4500,4,6,3,New,2,1.0,Mid 
1,48,3.45,2700,4,4,3,Relatively Old,0,0.0,Low
1,35,0.78,1264,2,2,2,New,0,0.0,Mid 
0,7,2.25,1332,5,3,0,Old,0,0.0,Low
0,7,1.3,963,5,3,2,Old,0,0.0,Low
0,35,6.25,9001,3,3,0,Relatively Old,0,0.0,Low
0,109,8.75,3600,5,5,3,Relatively New,2,4.0,Mid 
1,70A,1.18,1450,2,2,3,Relatively New,0,1.0,Mid 
1,89,0.95,1067,2,2,2,Under Construction,0,1.0,Mid 
0,92,0.85,1743,4,4,3,New,0,0.0,Low
0,9,1.6,1350,5,5,2,New,0,0.0,Low
1,102,1.45,1023,3,3,3,New,0,1.0,Mid 
1,69,1.4,1584,3,3,2,New,0,0.0,Mid 
1,12,0.9,2089,3,3,3,Relatively Old,0,1.0,Low
1,102,1.4,1650,3,3,3,New,0,1.0,Low
1,56,0.58,605,1,1,1,Old,0,0.0,Mid 
0,3A,0.47,1336,3,4,0,Relatively Old,0,0.0,Low
1,35,0.35,658,2,2,2,Relatively New,0,0.0,Low
1,79,1.15,1534,3,3,3,Under Construction,0,1.0,Mid 
1,89,1.1,1103,2,2,2,Relatively New,0,1.0,Mid 
1,35,0.2,750,2,2,1,Relatively New,0,0.0,Low
1,102,1.6,1650,3,3,3,New,0,0.0,Low
1,35,0.4,610,2,2,1,Relatively New,2,0.0,Mid 
1,72,3.3,2185,3,4,3,Relatively New,1,1.0,Mid 
1,33,2.15,1590,3,3,3,Relatively New,0,0.0,Low
1,92,0.6,1320,2,2,3,Under Construction,0,1.0,Low
1,51,0.55,1050,2,2,0,New,0,0.0,Low
0,86,0.42,450,5,3,2,New,0,0.0,Low
0,48,5.75,2592,4,4,2,Relatively Old,0,1.0,Low
1,65,2.8,1867,3,3,3,Under Construction,0,0.0,Mid 
1,103,1.5,1730,3,3,3,Under Construction,0,0.0,Mid 
1,83,0.65,700,1,1,0,New,0,0.0,Low
0,26,23.0,9000,4,4,3,New,2,4.0,Mid 
1,70A,1.66,1976,3,3,3,Relatively New,0,1.0,Mid 
1,85,1.04,1250,2,2,3,Relatively New,0,1.0,Mid 
1,85,0.9,1986,4,4,3,Relatively Old,2,0.0,Low
1,91,1.8,2344,4,4,3,Relatively Old,0,2.0,Mid 
1,35,0.35,576,2,2,2,New,0,0.0,Mid 
1,92,0.95,1950,4,3,3,Relatively New,0,0.0,Low
1,82,1.0,1435,2,2,2,New,0,2.0,Mid 
1,5,0.26,595,1,1,1,New,0,0.0,Low
1,67A,0.6,700,2,2,2,Relatively New,0,0.0,Low
1,113,3.35,2692,4,4,3,New,0,2.0,Mid 
1,37D,0.8,950,2,2,2,Under Construction,0,0.0,Low
1,9,1.3,2000,5,5,2,Old,2,3.0,Low
1,70A,2.4,2150,3,3,3,New,0,1.0,Mid 
1,33,0.4,800,2,2,2,New,1,0.0,Low
1,99,3.25,3360,4,4,3,Relatively New,0,1.0,Mid 
1,113,1.9,1027,3,2,2,New,2,1.0,Mid 
1,91,1.65,2600,4,4,3,Relatively Old,0,1.0,Mid 
1,28,1.0,1100,1,1,1,Old,2,2.0,Mid 
0,67,1.5,1736,5,3,2,Relatively New,0,0.0,Low
1,48,1.75,2430,3,3,3,Old,2,1.0,Mid 
0,35,0.85,1120,3,2,2,Under Construction,0,0.0,Low
1,70,1.63,1950,3,3,3,Relatively New,0,2.0,Low
0,48,8.25,2160,4,4,3,New,2,2.0,Mid 
1,89,0.86,1103,2,3,2,Relatively New,2,3.0,Mid 
1,63,8.5,3950,4,4,0,Relatively New,0,0.0,Mid 
1,104,1.3,1647,3,3,3,Relatively New,0,1.0,Mid 
1,23A,0.16,780,2,2,2,Relatively Old,0,0.0,Low
1,105,0.42,750,3,2,1,Relatively Old,0,1.0,Low
1,90,0.64,1300,2,2,3,Old,0,1.0,Mid 
0,70A,1.04,1450,3,3,3,New,2,1.0,Mid 
1,67,4.5,3192,4,4,3,New,2,2.0,Low
1,66,1.51,998,2,2,2,New,2,1.0,Mid 
1,90,1.29,1816,3,3,3,New,0,1.0,Mid 
0,9,1.8,3025,5,5,3,Relatively Old,0,0.0,Low
1,67,3.05,1875,3,4,2,New,2,2.0,Mid 
0,17B,6.95,4500,4,4,3,Old,0,4.0,Low
1,1,0.91,2588,3,3,3,Relatively Old,0,1.0,Low
1,35,0.96,1461,2,2,3,New,0,1.0,Mid 
1,37C,0.9,1603,3,3,3,Under Construction,0,0.0,Mid 
1,102,1.3,735,2,2,3,New,0,1.0,Mid 
1,85,2.2,3173,4,5,3,New,0,0.0,Mid 
1,107,1.21,1943,3,3,3,Relatively Old,2,0.0,Mid 
1,83,1.25,1980,3,3,2,New,0,1.0,Mid 
0,50,15.0,4500,4,4,2,Relatively Old,0,1.0,Mid 
1,37D,1.55,2191,4,3,3,New,2,1.0,Mid 
1,35,0.42,531,2,2,1,Relatively New,0,0.0,Mid 
1,37D,1.0,1285,3,3,2,New,0,0.0,Low
0,26,5.8,1800,4,3,2,New,0,1.0,Low
0,25,4.35,1350,5,4,3,Old,0,1.0,Low
0,48,7.69,3195,4,5,3,Relatively Old,2,4.0,Mid 
1,35,0.85,1264,2,2,3,Relatively New,0,0.0,Mid 
1,106,1.25,1760,3,4,3,New,0,1.0,Mid 
1,71,1.35,2350,4,4,3,Relatively Old,0,1.0,Low
1,9A,1.5,1850,4,3,3,Relatively Old,0,0.0,Low
1,65,2.8,1650,4,4,3,New,2,1.0,Mid 
0,25,11.0,3096,5,5,3,New,0,4.0,Low
1,83,1.1,1755,3,3,2,New,2,3.0,Mid 
1,70A,2.5,2350,3,4,3,New,2,2.0,Mid 
1,83,0.65,700,1,1,0,New,0,0.0,Low
0,3A,0.7,684,3,2,1,Relatively New,0,1.0,Low
1,9,1.2,1800,4,3,2,Relatively Old,2,0.0,Low
0,50,7.1,2160,5,4,3,Relatively Old,2,3.0,Mid 
1,81,1.4,1810,3,3,3,New,0,0.0,Mid 
1,72,3.9,2905,4,4,3,New,0,2.0,Low
1,37C,1.4,2600,4,5,3,New,0,4.0,Low
1,56,2.11,2450,3,2,3,New,2,1.0,Mid 
1,102,1.45,1650,3,3,3,New,0,1.0,Mid 
1,86,1.54,1670,3,3,3,New,0,1.0,Mid 
1,71,1.1,1620,3,3,3,New,0,1.0,Mid 
1,1,0.85,2300,3,3,3,New,0,1.0,Low
0,112,7.46,7271,4,4,3,New,2,2.0,Mid 
1,79,1.29,1572,2,2,3,Relatively New,0,0.0,Low
1,109,1.26,1926,3,2,3,New,0,0.0,Mid 
0,5,3.75,3400,5,5,3,Old,0,0.0,Low
1,33,1.27,1383,2,2,3,Under Construction,0,0.0,Low
1,90,1.9,2727,4,4,3,New,2,2.0,Mid 
1,50,1.14,1336,2,2,2,Relatively Old,2,1.0,Mid 
1,92,0.49,998,2,2,2,New,0,0.0,Mid 
1,110A,0.55,850,3,2,1,New,0,0.0,Low
1,85,1.35,990,2,2,3,Under Construction,0,0.0,Low
1,108,0.7,1500,2,2,1,Relatively Old,0,0.0,Low
0,9,0.45,535,3,2,1,Old,0,0.0,Low
1,43,1.5,1200,2,2,3,Old,0,0.0,Low
1,102,2.61,2598,3,3,3,New,0,2.0,Low
1,65,2.25,1650,3,3,3,New,0,2.0,Mid 
1,106,1.15,1550,3,3,3,New,2,2.0,Mid 
1,104,0.98,1647,3,3,3,New,0,1.0,Mid 
1,74,1.52,1139,2,2,3,New,0,1.0,Mid 
1,85,1.4,1400,2,2,3,New,0,0.0,Low
1,69,2.07,1812,3,3,3,New,0,0.0,Low
1,92,0.85,1261,3,2,2,New,0,0.0,Low
0,70A,0.9,1187,2,2,3,Relatively New,0,2.0,Mid 
1,103,1.15,1481,2,2,3,New,2,1.0,Mid 
1,70A,2.6,2165,3,2,2,Relatively Old,0,1.0,Mid 
1,86,1.35,1929,3,3,1,New,0,0.0,Mid 
0,50,7.45,2160,4,4,3,Old,2,1.0,Mid 
1,9,1.1,1800,3,2,3,Old,0,0.0,Low
1,9A,1.25,1806,4,3,3,Old,2,1.0,Low
1,82A,1.25,1500,3,2,3,New,2,2.0,Mid 
1,55,1.44,1500,3,3,2,Relatively Old,2,1.0,Low
1,107,0.35,547,2,2,2,New,0,0.0,Low
0,109,7.0,5400,5,6,2,New,0,1.0,Mid 
0,7,2.0,1440,2,2,2,Old,0,0.0,Low
1,85,2.03,2808,4,4,3,New,0,1.0,Low
1,65,2.15,1433,2,2,3,New,0,0.0,Low
1,89,1.55,1550,3,2,3,Relatively Old,2,1.0,Mid 
1,85,1.99,2298,3,4,3,New,2,1.0,Mid 
1,54,1.55,2100,3,3,3,Relatively Old,2,2.0,Mid 
0,104,0.45,370,4,4,2,Relatively Old,2,0.0,Low
1,67,3.5,2400,3,4,3,New,2,2.0,Mid 
1,37C,1.25,1763,3,3,3,New,0,1.0,Low
0,38,1.4,585,8,8,3,Relatively Old,2,1.0,Low
0,39,1.8,823,1,1,2,New,0,0.0,Low
1,28,1.91,1150,2,2,2,Relatively New,1,0.0,Mid 
1,52,5.0,5200,5,5,3,Relatively Old,0,0.0,Low
1,99A,0.32,553,2,2,2,Relatively New,0,0.0,Mid 
1,37D,0.5,700,3,3,2,Under Construction,0,0.0,Low
1,52,1.4,2300,3,3,3,New,2,0.0,Mid 
1,83,1.12,1735,3,3,2,New,2,4.0,Mid 
0,27,8.0,3042,9,9,3,New,1,4.0,Mid 
1,103,1.57,1845,3,3,3,New,0,0.0,Low
1,107,0.88,1366,2,2,3,New,0,0.0,Mid 
0,47,0.99,576,4,4,3,New,0,0.0,Low
0,43,5.25,1935,4,4,2,Old,2,2.0,Mid 
0,7,2.43,1632,4,4,2,Old,0,3.0,Low
1,84,0.9,2025,3,3,3,New,0,2.0,Mid 
1,69,1.6,1578,3,3,2,New,0,1.0,Mid 
0,12,0.9,675,4,4,0,Old,0,0.0,Low
1,60,3.05,2385,3,3,3,New,2,1.0,Mid 
0,26,12.5,3240,5,5,3,Old,2,4.0,Mid 
1,63,2.2,1717,3,4,3,Relatively Old,2,1.0,Mid 
1,72,4.25,3250,4,4,3,New,2,1.0,Mid 
1,81,1.35,1790,3,3,3,Relatively Old,2,1.0,Mid 
0,5,0.3,540,1,1,2,Relatively New,0,0.0,Low
1,35,0.9,1439,3,3,3,New,0,1.0,Mid 
1,104,1.5,1550,2,2,2,Under Construction,0,1.0,Low
1,35,0.22,700,1,1,1,Relatively New,0,0.0,Mid 
1,85,1.75,2408,3,4,3,New,0,1.0,Low
1,111,4.67,2747,4,4,3,Under Construction,0,0.0,Mid 
0,40,5.0,2367,9,9,3,New,2,1.0,Mid 
0,35,0.5,900,2,1,2,Relatively Old,0,0.0,Low
1,70A,2.55,2150,3,3,3,Relatively New,2,3.0,Mid 
1,79,0.78,1295,2,2,3,New,0,0.0,Low
1,63,3.25,1100,3,3,3,Relatively New,0,1.0,Low
1,79,1.45,1420,2,2,3,Under Construction,0,0.0,Mid 
1,102,1.35,1650,3,3,3,New,0,1.0,Mid 
0,56,3.6,1449,5,5,3,Relatively Old,0,1.0,Low
1,89,1.1,1550,3,2,3,Relatively New,0,0.0,Low
1,95,1.1,2542,4,3,3,New,0,2.0,Low
1,84,1.2,1270,2,2,1,New,0,0.0,Low
1,112,0.7,1498,2,2,2,New,0,0.0,Mid 
1,37C,1.0,2117,3,3,3,Under Construction,0,0.0,Mid 
1,112,3.75,2802,3,3,2,New,2,1.0,Mid 
1,3,1.59,1920,3,4,3,Relatively Old,0,1.0,Mid 
0,1,2.9,2500,4,4,3,New,2,1.0,Low
0,12,3.71,1872,3,3,1,Relatively Old,0,1.0,Low
0,3,0.7,900,1,1,0,Relatively Old,0,0.0,Low
1,109,1.5,1750,3,3,3,New,0,0.0,Mid 
1,69,1.38,1538,3,3,1,New,0,0.0,Mid 
1,107,0.8,1366,2,2,3,New,2,1.0,Mid 
1,63A,1.4,1235,2,2,2,Under Construction,0,1.0,Low
1,107,0.98,1526,2,2,3,New,2,1.0,Mid 
0,48,22.0,8250,5,6,3,Relatively Old,0,1.0,Mid 
1,113,3.25,2298,4,4,3,Under Construction,0,3.0,Mid 
0,66,12.0,3240,5,5,3,Relatively New,2,3.0,Mid 
1,81,0.75,1257,2,2,2,Relatively Old,0,0.0,Low
0,3,4.0,2400,4,4,3,Relatively Old,0,1.0,Low
0,38,0.44,1035,3,2,1,New,0,2.0,Low
0,3,2.75,1557,3,3,3,Relatively Old,2,2.0,Low
1,108,2.33,1611,3,3,3,New,2,1.0,Mid 
1,14,2.2,1760,3,4,3,Old,0,0.0,Low
1,82,0.89,1006,2,2,2,New,2,1.0,Mid 
1,35,0.74,1230,2,2,3,New,0,0.0,Mid 
1,82A,2.91,4343,4,4,3,Under Construction,2,3.0,Mid 
1,12,0.6,720,2,2,1,Relatively New,1,1.0,Low
1,104,1.8,2290,3,4,3,Relatively New,0,0.0,Mid 
1,104,1.95,2290,3,3,3,Relatively New,0,1.0,Mid 
1,104,1.2,1446,3,2,3,New,2,2.0,Mid 
1,85,1.17,1741,2,3,3,New,0,1.0,Low
1,79,1.45,1600,2,2,3,New,0,1.0,Mid 
1,83,1.08,1740,3,3,3,New,0,1.0,Mid 
0,67,8.0,3600,6,7,3,Relatively Old,2,3.0,Low
1,95,0.56,1364,2,2,2,New,2,0.0,Mid 
0,38,3.5,1458,3,2,3,Relatively Old,2,1.0,Mid 
0,43,5.75,1935,4,4,2,Old,0,3.0,Low
1,107,0.37,548,2,2,1,New,0,0.0,Mid 
1,14,4.26,3250,4,4,0,Old,0,0.0,Low
0,3,0.75,1170,2,2,0,Relatively Old,0,0.0,Low
1,104,1.25,1844,3,4,3,New,0,2.0,Mid 
1,33,1.25,1385,2,2,3,Under Construction,0,0.0,Low
1,52,1.55,2100,4,4,3,Relatively Old,0,0.0,Low
1,79,1.47,904,2,2,3,Relatively New,0,1.0,Mid 
1,9A,1.25,1806,4,3,3,Old,0,1.0,Low
1,113,1.55,1330,2,2,3,Relatively New,0,0.0,Mid 
1,90,0.9,1950,3,4,3,New,0,1.0,Mid 
1,113,1.5,1276,2,2,2,Relatively New,0,0.0,Mid 
1,62,9.14,4690,4,6,3,New,2,3.0,Mid 
0,28,8.95,5000,5,6,3,Relatively Old,0,0.0,Low
0,26,5.8,1800,5,5,3,Old,0,4.0,Mid 
1,89,1.6,1960,3,3,3,Relatively New,0,0.0,Mid 
0,12,1.4,1609,2,2,1,Old,0,0.0,Low
0,37D,2.5,1900,5,5,3,New,0,0.0,Low
1,112,3.29,2802,3,3,3,New,2,1.0,Mid 
1,86,1.3,1485,2,2,3,New,0,1.0,Low
1,86,1.5,1540,3,3,3,New,0,1.0,Mid 
1,83,1.15,1400,3,3,1,Relatively Old,2,0.0,Mid 
0,82,5.0,3240,4,4,3,New,0,3.0,Low
1,70,1.63,1950,3,5,3,New,0,1.0,Low
1,95,0.19,3215,1,1,1,New,0,0.0,Low
0,3,1.5,1980,7,2,0,Relatively Old,0,0.0,Low
0,50,10.45,2700,4,5,2,Relatively Old,2,3.0,Mid 
1,65,1.9,1267,2,2,3,Under Construction,0,0.0,Mid 
1,92,0.85,1990,3,3,3,New,0,0.0,Mid 
1,49,1.72,2200,3,3,2,Old,2,0.0,Mid 
1,89,1.85,2150,3,3,3,Relatively New,0,1.0,Low
1,81,2.34,2092,3,4,3,New,1,1.0,Mid 
1,95A,0.45,569,2,2,2,Relatively New,2,0.0,Low
1,37C,0.95,1820,3,1,0,New,0,0.0,Low
1,84,0.34,583,2,2,1,New,0,1.0,Mid 
1,85,2.7,3482,4,4,3,Relatively New,0,0.0,Low
1,104,1.32,1550,2,2,2,New,0,0.0,Mid 
1,1,0.9,2467,4,4,3,Relatively Old,0,0.0,Low
0,3A,0.4,450,1,1,0,Relatively Old,0,0.0,Low
1,52,1.5,1640,4,4,3,Old,0,0.0,Mid 
1,108,1.2,1758,3,2,3,New,2,2.0,Mid 
1,107,0.28,480,2,2,2,New,0,0.0,Low
1,61,1.47,1150,2,2,2,Under Construction,0,1.0,Low
1,83,1.8,1900,3,4,0,New,0,0.0,Mid 
1,113,2.78,2450,3,3,3,Relatively New,0,2.0,Mid 
0,57,7.25,2700,9,9,3,Relatively New,2,3.0,Low
1,77,1.1,2077,3,4,3,New,0,1.0,Low
1,104,0.82,832,2,2,3,New,0,1.0,Mid 
0,91,2.5,3542,4,4,3,Relatively Old,2,4.0,Mid 
1,81,4.2,4200,4,4,3,New,2,1.0,Mid 
1,85,1.25,1741,2,2,2,New,2,0.0,Low
1,49,1.95,1955,3,3,3,Old,2,0.0,Mid 
